vessel,begin_date,begin_port_id,end_date,end_port_id
8,2019-08-02,57.0,2019-08-19,35.0
8,2019-08-20,35.0,2019-09-12,57.0
8,2019-09-13,57.0,2019-10-11,120.0
8,2019-10-17,120.0,2019-10-21,19.0
8,2019-10-24,19.0,2019-10-28,138.0
8,2019-10-29,138.0,2019-11-02,19.0
8,2019-11-08,19.0,2019-11-28,34.0
8,2019-11-29,34.0,2019-11-30,58.0
8,2019-12-01,58.0,2019-12-12,100.0
8,2019-12-16,100.0,2019-12-23,139.0
9,2019-01-20,72.0,2019-01-23,51.0
9,2019-01-24,51.0,2019-03-24,54.0
9,2019-03-28,54.0,2019-03-30,115.0
9,2019-03-31,115.0,2019-04-21,57.0
9,2019-04-23,57.0,2019-05-10,15.0
9,2019-05-11,15.0,2019-05-15,36.0
9,2019-05-24,36.0,2019-06-06,10.0
9,2019-06-08,10.0,2019-06-13,19.0
9,2019-06-13,19.0,2019-07-04,120.0
9,2019-07-05,120.0,2019-07-16,10.0
9,2019-07-25,10.0,2019-08-14,37.0
9,2019-08-21,37.0,2019-08-26,36.0
9,2019-08-26,36.0,2019-09-09,138.0
9,2019-09-11,138.0,2019-09-15,19.0
9,2019-09-18,19.0,2019-09-26,134.0
9,2019-09-27,134.0,2019-10-22,138.0
9,2019-10-23,138.0,2019-10-28,19.0
9,2019-10-29,19.0,2019-11-16,120.0
9,2019-11-17,120.0,2019-11-25,19.0
9,2019-11-25,19.0,2019-11-29,138.0
9,2019-12-01,138.0,2019-12-16,102.0
10,2019-01-17,16.0,2019-02-01,10.0
10,2019-02-06,10.0,2019-02-15,140.0
10,2019-02-17,140.0,2019-03-03,55.0
10,2019-03-03,55.0,2019-03-29,38.0
10,2019-03-29,38.0,2019-04-04,92.0
10,2019-04-05,92.0,2019-04-15,70.0
10,2019-04-17,70.0,2019-05-11,19.0
10,2019-05-13,19.0,2019-05-19,10.0
10,2019-05-20,10.0,2019-06-04,82.0
10,2019-06-05,82.0,2019-06-11,36.0
10,2019-06-11,36.0,2019-06-21,10.0
10,2019-06-23,10.0,2019-07-08,95.0
10,2019-07-09,95.0,2019-07-24,138.0
10,2019-07-25,138.0,2019-08-03,19.0
10,2019-08-04,19.0,2019-08-14,134.0
10,2019-08-15,134.0,2019-09-04,10.0
10,2019-09-05,10.0,2019-09-15,87.0
10,2019-09-16,87.0,2019-10-02,57.0
10,2019-10-03,57.0,2019-10-17,44.0
10,2019-10-18,44.0,2019-10-21,24.0
10,2019-10-21,24.0,2019-11-09,165.0
10,2019-11-11,165.0,2019-11-24,20.0
10,2019-11-25,20.0,2019-11-28,36.0
10,2019-11-28,36.0,2019-12-13,91.0
11,2019-01-11,63.0,2019-02-07,19.0
11,2019-02-10,19.0,2019-02-14,138.0
11,2019-02-15,138.0,2019-02-20,19.0
11,2019-04-07,19.0,2019-04-14,138.0
11,2019-04-16,138.0,2019-05-01,37.0
11,2019-05-02,37.0,2019-05-10,23.0
11,2019-05-12,23.0,2019-05-28,147.0
11,2019-05-30,147.0,2019-06-12,91.0
11,2019-06-13,91.0,2019-06-28,83.0
11,2019-06-29,83.0,2019-07-03,165.0
11,2019-07-07,138.0,2019-07-12,83.0
11,2019-07-13,83.0,2019-07-15,138.0
11,2019-07-18,138.0,2019-07-22,19.0
11,2019-07-23,19.0,2019-08-22,38.0
11,2019-08-23,38.0,2019-09-16,55.0
11,2019-09-17,55.0,2019-10-14,20.0
11,2019-10-15,20.0,2019-10-27,138.0
11,2019-10-28,138.0,2019-11-01,19.0
11,2019-11-03,19.0,2019-11-26,34.0
11,2019-11-27,34.0,2019-11-28,38.0
11,2019-11-29,38.0,2019-12-21,19.0
12,2019-01-06,109.0,2019-01-20,104.0
12,2019-01-21,104.0,2019-02-02,65.0
12,2019-02-03,65.0,2019-02-18,104.0
12,2019-02-19,104.0,2019-03-02,65.0
12,2019-03-03,65.0,2019-03-13,104.0
12,2019-03-15,104.0,2019-03-27,136.0
12,2019-03-29,136.0,2019-04-12,104.0
12,2019-04-13,104.0,2019-04-26,149.0
12,2019-04-28,149.0,2019-05-10,104.0
12,2019-05-12,104.0,2019-05-24,65.0
12,2019-05-25,65.0,2019-06-08,104.0
12,2019-06-13,104.0,2019-06-25,65.0
12,2019-06-26,65.0,2019-07-08,104.0
12,2019-07-09,104.0,2019-07-19,65.0
12,2019-07-20,65.0,2019-07-22,34.0
12,2019-07-23,34.0,2019-08-11,19.0
12,2019-08-11,19.0,2019-08-16,97.0
12,2019-08-17,97.0,2019-08-22,19.0
12,2019-08-24,19.0,2019-09-11,134.0
12,2019-09-12,134.0,2019-09-20,55.0
12,2019-09-21,55.0,2019-10-15,36.0
12,2019-10-19,36.0,2019-10-29,10.0
12,2019-10-30,10.0,2019-11-02,19.0
12,2019-11-03,19.0,2019-11-28,149.0
13,2019-01-25,55.0,2019-01-29,19.0
13,2019-01-31,19.0,2019-02-15,27.0
13,2019-02-16,27.0,2019-03-03,138.0
13,2019-03-05,138.0,2019-03-11,19.0
13,2019-03-11,19.0,2019-03-25,134.0
13,2019-03-26,134.0,2019-03-31,55.0
13,2019-04-12,55.0,2019-05-04,72.0
13,2019-05-07,72.0,2019-05-20,104.0
13,2019-05-22,104.0,2019-06-01,29.0
13,2019-06-02,29.0,2019-06-15,104.0
13,2019-06-17,104.0,2019-06-29,13.0
13,2019-07-02,13.0,2019-07-03,72.0
13,2019-07-04,72.0,2019-07-14,104.0
13,2019-07-15,104.0,2019-07-27,13.0
13,2019-07-29,13.0,2019-08-09,104.0
13,2019-08-11,104.0,2019-08-22,13.0
13,2019-08-27,13.0,2019-09-23,19.0
13,2019-09-26,19.0,2019-10-01,138.0
13,2019-10-03,138.0,2019-10-07,19.0
13,2019-10-08,19.0,2019-11-03,115.0
13,2019-11-06,115.0,2019-11-12,32.0
13,2019-11-14,32.0,2019-11-25,98.0
14,2019-01-16,134.0,2019-01-19,55.0
14,2019-01-20,55.0,2019-02-17,72.0
14,2019-02-18,72.0,2019-02-24,115.0
14,2019-04-03,115.0,2019-04-04,115.0
14,2019-04-16,54.0,2019-04-17,115.0
14,2019-04-24,115.0,2019-04-30,73.0
14,2019-05-01,73.0,2019-05-11,51.0
14,2019-05-12,51.0,2019-05-22,156.0
14,2019-05-23,156.0,2019-06-02,14.0
14,2019-06-04,14.0,2019-06-06,7.0
14,2019-06-07,7.0,2019-06-17,99.0
14,2019-06-18,99.0,2019-06-26,30.0
14,2019-06-27,30.0,2019-07-14,115.0
14,2019-07-17,115.0,2019-07-28,99.0
14,2019-07-30,99.0,2019-08-07,151.0
14,2019-08-09,151.0,2019-08-12,34.0
14,2019-08-12,34.0,2019-08-25,54.0
14,2019-09-03,54.0,2019-09-04,115.0
14,2019-09-04,115.0,2019-09-05,54.0
14,2019-09-12,54.0,2019-09-13,54.0
14,2019-09-24,115.0,2019-09-25,54.0
14,2019-09-28,54.0,2019-10-07,32.0
14,2019-10-09,32.0,2019-10-17,7.0
14,2019-10-20,7.0,2019-10-25,88.0
14,2019-10-26,88.0,2019-10-29,115.0
14,2019-10-30,115.0,2019-11-21,91.0
15,2019-01-08,56.0,2019-01-19,10.0
15,2019-01-21,10.0,2019-02-07,134.0
15,2019-02-08,134.0,2019-02-13,55.0
15,2019-02-21,55.0,2019-03-18,111.0
15,2019-03-20,111.0,2019-03-29,34.0
15,2019-04-02,34.0,2019-04-16,104.0
15,2019-04-19,104.0,2019-05-06,75.0
15,2019-05-08,75.0,2019-05-09,154.0
15,2019-05-09,154.0,2019-06-07,57.0
15,2019-06-08,57.0,2019-07-03,75.0
15,2019-07-05,75.0,2019-07-12,92.0
15,2019-07-13,92.0,2019-07-22,58.0
15,2019-07-23,58.0,2019-07-24,34.0
15,2019-07-25,34.0,2019-08-25,91.0
15,2019-08-26,91.0,2019-09-02,147.0
15,2019-09-03,147.0,2019-09-16,126.0
15,2019-09-17,126.0,2019-10-06,57.0
15,2019-10-07,57.0,2019-10-27,115.0
15,2019-10-30,115.0,2019-11-18,57.0
15,2019-11-19,57.0,2019-12-01,16.0
15,2019-12-02,16.0,2019-12-18,10.0
16,2019-01-20,136.0,2019-02-03,10.0
16,2019-02-09,10.0,2019-02-18,46.0
16,2019-02-19,46.0,2019-03-02,91.0
16,2019-03-04,91.0,2019-03-06,57.0
16,2019-03-07,57.0,2019-03-27,115.0
16,2019-03-28,115.0,2019-04-18,91.0
16,2019-04-19,91.0,2019-05-29,149.0
16,2019-05-31,149.0,2019-06-29,55.0
16,2019-07-04,55.0,2019-07-30,38.0
16,2019-07-30,38.0,2019-08-23,55.0
16,2019-09-02,55.0,2019-10-01,7.0
16,2019-10-02,7.0,2019-10-06,115.0
16,2019-10-07,115.0,2019-10-28,57.0
16,2019-10-29,57.0,2019-11-07,36.0
16,2019-11-09,36.0,2019-11-15,16.0
16,2019-11-16,16.0,2019-11-26,10.0
16,2019-11-28,10.0,2019-12-10,20.0
17,2019-01-07,138.0,2019-01-12,19.0
17,2019-01-14,19.0,2019-02-08,11.0
17,2019-02-10,11.0,2019-02-20,115.0
17,2019-02-23,115.0,2019-03-08,84.0
17,2019-03-13,84.0,2019-03-19,27.0
17,2019-03-20,27.0,2019-03-25,24.0
17,2019-03-29,24.0,2019-03-31,37.0
17,2019-04-02,37.0,2019-04-06,27.0
17,2019-04-07,27.0,2019-04-25,91.0
17,2019-04-26,91.0,2019-05-27,139.0
17,2019-05-28,139.0,2019-06-20,19.0
17,2019-06-27,19.0,2019-07-01,138.0
17,2019-07-03,138.0,2019-08-04,120.0
17,2019-08-05,120.0,2019-08-09,19.0
17,2019-08-13,19.0,2019-08-18,138.0
17,2019-08-21,138.0,2019-08-25,138.0
17,2019-08-27,138.0,2019-08-31,19.0
17,2019-09-05,19.0,2019-09-27,7.0
17,2019-09-28,7.0,2019-10-02,115.0
17,2019-10-03,115.0,2019-11-05,138.0
17,2019-11-08,138.0,2019-11-13,19.0
18,2019-01-04,121.0,2019-01-06,115.0
18,2019-01-09,115.0,2019-01-16,70.0
18,2019-01-18,70.0,2019-01-30,32.0
18,2019-01-31,32.0,2019-02-12,34.0
18,2019-02-13,34.0,2019-02-23,104.0
18,2019-02-25,104.0,2019-03-07,13.0
18,2019-03-09,13.0,2019-03-22,104.0
18,2019-03-25,104.0,2019-04-07,149.0
18,2019-04-11,149.0,2019-05-02,19.0
18,2019-05-04,19.0,2019-05-09,138.0
18,2019-05-14,138.0,2019-05-16,83.0
18,2019-05-18,83.0,2019-05-20,138.0
18,2019-05-28,138.0,2019-06-01,19.0
18,2019-06-03,19.0,2019-06-11,134.0
18,2019-06-19,134.0,2019-07-10,10.0
18,2019-07-16,10.0,2019-07-19,19.0
18,2019-07-24,19.0,2019-07-29,120.0
18,2019-07-30,120.0,2019-08-03,19.0
18,2019-08-04,19.0,2019-08-08,10.0
18,2019-08-11,10.0,2019-08-25,44.0
18,2019-08-28,44.0,2019-09-16,165.0
18,2019-10-09,165.0,2019-10-13,19.0
18,2019-10-18,19.0,2019-11-07,72.0
18,2019-11-09,72.0,2019-11-12,58.0
18,2019-11-13,58.0,2019-11-22,100.0
19,2019-01-21,147.0,2019-02-05,35.0
19,2019-02-06,35.0,2019-03-01,147.0
19,2019-03-02,147.0,2019-03-19,23.0
19,2019-03-21,23.0,2019-04-04,147.0
19,2019-04-10,147.0,2019-04-30,45.0
19,2019-05-02,45.0,2019-05-04,114.0
19,2019-05-05,114.0,2019-05-23,147.0
19,2019-05-24,147.0,2019-06-14,114.0
19,2019-06-16,114.0,2019-07-06,147.0
19,2019-07-12,147.0,2019-07-30,35.0
19,2019-08-01,35.0,2019-08-17,147.0
19,2019-08-24,147.0,2019-09-10,23.0
19,2019-09-12,23.0,2019-09-18,80.0
19,2019-09-21,80.0,2019-10-03,147.0
19,2019-10-04,147.0,2019-10-19,136.0
19,2019-10-22,136.0,2019-11-07,147.0
19,2019-11-08,147.0,2019-11-24,56.0
19,2019-11-27,56.0,2019-12-10,147.0
19,2019-12-11,147.0,2019-12-28,23.0
20,2019-01-15,91.0,2019-01-29,56.0
20,2019-02-02,56.0,2019-02-06,37.0
20,2019-02-07,37.0,2019-02-20,115.0
20,2019-02-22,115.0,2019-03-03,32.0
20,2019-03-04,32.0,2019-03-18,149.0
20,2019-03-20,149.0,2019-04-09,19.0
20,2019-04-10,19.0,2019-04-15,138.0
20,2019-04-19,138.0,2019-04-25,105.0
20,2019-04-25,105.0,2019-05-22,114.0
20,2019-05-25,114.0,2019-06-15,57.0
20,2019-06-16,57.0,2019-07-13,149.0
20,2019-07-16,149.0,2019-07-28,104.0
20,2019-07-29,104.0,2019-08-08,75.0
20,2019-08-10,75.0,2019-08-22,32.0
20,2019-08-23,32.0,2019-08-28,115.0
20,2019-08-31,115.0,2019-09-19,104.0
20,2019-09-20,104.0,2019-10-05,13.0
20,2019-10-08,13.0,2019-10-29,19.0
20,2019-10-30,19.0,2019-11-04,138.0
20,2019-11-05,138.0,2019-12-08,115.0
20,2019-12-10,54.0,2019-12-16,99.0
21,2019-01-04,35.0,2019-02-04,91.0
21,2019-02-05,91.0,2019-02-15,36.0
21,2019-02-21,36.0,2019-02-26,82.0
21,2019-02-27,82.0,2019-03-14,138.0
21,2019-03-16,138.0,2019-03-27,46.0
21,2019-03-28,46.0,2019-04-11,36.0
21,2019-05-09,36.0,2019-05-18,10.0
21,2019-05-28,10.0,2019-05-30,105.0
21,2019-05-31,105.0,2019-06-03,175.0
21,2019-06-05,175.0,2019-06-07,138.0
21,2019-06-08,138.0,2019-06-12,19.0
21,2019-06-14,19.0,2019-07-10,111.0
21,2019-07-11,111.0,2019-07-18,115.0
21,2019-07-18,115.0,2019-08-09,91.0
21,2019-08-11,91.0,2019-09-12,7.0
21,2019-09-13,7.0,2019-10-22,138.0
21,2019-10-26,138.0,2019-12-04,63.0
22,2019-05-02,72.0,2019-05-22,19.0
22,2019-05-23,19.0,2019-05-27,10.0
22,2019-06-04,10.0,2019-06-06,19.0
22,2019-06-07,19.0,2019-06-09,10.0
22,2019-06-13,10.0,2019-06-25,96.0
22,2019-06-26,96.0,2019-07-14,10.0
22,2019-07-21,10.0,2019-08-02,96.0
22,2019-08-03,96.0,2019-08-24,160.0
22,2019-08-26,160.0,2019-11-10,115.0
22,2019-11-15,115.0,2019-12-03,100.0
22,2019-12-04,100.0,2019-12-13,130.0
23,2019-01-05,168.0,2019-01-10,7.0
23,2019-01-18,7.0,2019-01-31,156.0
23,2019-02-08,156.0,2019-02-24,111.0
23,2019-02-25,111.0,2019-03-19,19.0
23,2019-03-22,19.0,2019-03-25,10.0
23,2019-03-27,10.0,2019-04-04,140.0
23,2019-04-18,140.0,2019-04-24,10.0
23,2019-06-21,10.0,2019-06-23,19.0
23,2019-06-24,19.0,2019-06-26,10.0
23,2019-07-02,10.0,2019-07-24,23.0
23,2019-07-26,23.0,2019-07-31,59.0
23,2019-08-04,59.0,2019-08-09,80.0
23,2019-08-10,80.0,2019-08-15,23.0
23,2019-08-17,23.0,2019-09-10,10.0
23,2019-10-05,10.0,2019-10-30,115.0
23,2019-10-31,115.0,2019-11-04,7.0
23,2019-11-05,7.0,2019-11-13,99.0
23,2019-11-16,99.0,2019-11-24,154.0
23,2019-11-25,154.0,2019-12-09,59.0
23,2019-12-10,59.0,2019-12-18,115.0
23,2019-12-20,115.0,2019-12-31,58.0
24,2019-01-17,160.0,2019-02-19,23.0
24,2019-02-21,23.0,2019-02-28,80.0
24,2019-02-28,80.0,2019-03-27,160.0
24,2019-03-29,160.0,2019-04-15,37.0
24,2019-04-16,37.0,2019-04-26,23.0
24,2019-04-27,23.0,2019-05-02,84.0
24,2019-05-05,84.0,2019-05-23,138.0
24,2019-05-24,138.0,2019-06-05,20.0
24,2019-06-07,20.0,2019-06-20,138.0
24,2019-06-24,138.0,2019-07-28,115.0
24,2019-07-29,115.0,2019-08-04,51.0
24,2019-08-06,51.0,2019-08-28,19.0
24,2019-08-29,19.0,2019-09-02,138.0
24,2019-09-03,138.0,2019-09-04,138.0
24,2019-09-06,138.0,2019-10-09,115.0
24,2019-10-10,115.0,2019-10-17,139.0
24,2019-10-18,139.0,2019-10-20,34.0
24,2019-10-24,34.0,2019-11-13,19.0
24,2019-11-17,19.0,2019-11-22,138.0
24,2019-11-23,138.0,2019-12-07,136.0
25,2019-01-05,104.0,2019-01-19,149.0
25,2019-01-21,149.0,2019-01-23,34.0
25,2019-01-24,34.0,2019-02-03,156.0
25,2019-02-11,156.0,2019-02-21,14.0
25,2019-02-22,14.0,2019-02-28,115.0
25,2019-03-01,115.0,2019-04-03,10.0
25,2019-04-05,10.0,2019-04-09,19.0
25,2019-04-10,19.0,2019-04-14,120.0
25,2019-04-16,120.0,2019-04-21,19.0
25,2019-04-23,19.0,2019-04-27,10.0
25,2019-05-17,10.0,2019-05-26,36.0
25,2019-05-30,36.0,2019-06-03,96.0
25,2019-06-05,96.0,2019-06-16,10.0
25,2019-06-26,10.0,2019-07-08,96.0
25,2019-07-09,96.0,2019-07-13,27.0
25,2019-07-19,27.0,2019-07-25,37.0
25,2019-08-12,37.0,2019-09-11,80.0
25,2019-09-12,80.0,2019-09-18,23.0
25,2019-09-20,23.0,2019-09-22,59.0
25,2019-09-22,59.0,2019-09-28,84.0
25,2019-09-29,84.0,2019-10-04,36.0
25,2019-10-05,36.0,2019-10-13,10.0
25,2019-10-22,10.0,2019-11-02,96.0
25,2019-11-06,96.0,2019-11-18,10.0
25,2019-11-22,10.0,2019-12-01,33.0
26,2019-01-26,76.0,2019-01-31,115.0
26,2019-02-02,115.0,2019-02-24,147.0
26,2019-02-24,147.0,2019-03-07,140.0
26,2019-03-12,140.0,2019-03-24,147.0
26,2019-03-30,147.0,2019-04-11,102.0
26,2019-04-13,102.0,2019-04-18,144.0
26,2019-04-20,144.0,2019-05-03,147.0
26,2019-05-04,147.0,2019-05-24,23.0
26,2019-05-25,23.0,2019-06-10,147.0
26,2019-06-23,147.0,2019-07-12,114.0
26,2019-07-16,114.0,2019-08-01,147.0
26,2019-08-02,147.0,2019-08-18,23.0
26,2019-08-20,23.0,2019-09-03,147.0
26,2019-09-10,147.0,2019-09-25,79.0
26,2019-09-27,79.0,2019-10-02,80.0
26,2019-10-06,80.0,2019-10-17,147.0
27,2019-01-30,7.0,2019-02-01,13.0
27,2019-02-02,13.0,2019-02-13,104.0
27,2019-02-15,104.0,2019-03-01,139.0
27,2019-03-02,139.0,2019-03-29,55.0
27,2019-03-31,55.0,2019-04-26,11.0
27,2019-04-27,11.0,2019-05-03,92.0
27,2019-05-05,92.0,2019-05-09,121.0
27,2019-05-11,121.0,2019-05-13,115.0
27,2019-05-15,115.0,2019-06-10,91.0
27,2019-06-12,91.0,2019-06-27,83.0
27,2019-07-05,83.0,2019-07-07,138.0
27,2019-07-15,138.0,2019-07-16,83.0
27,2019-07-21,83.0,2019-07-23,138.0
27,2019-07-28,138.0,2019-08-25,114.0
27,2019-08-30,114.0,2019-09-21,57.0
27,2019-09-22,57.0,2019-10-11,115.0
27,2019-10-12,115.0,2019-10-22,51.0
27,2019-10-23,51.0,2019-10-30,115.0
27,2019-10-31,115.0,2019-11-19,91.0
28,2019-01-11,91.0,2019-01-23,44.0
28,2019-04-10,44.0,2019-04-16,144.0
28,2019-04-16,144.0,2019-04-29,91.0
28,2019-04-30,91.0,2019-05-10,144.0
28,2019-05-19,144.0,2019-06-04,91.0
28,2019-06-05,91.0,2019-06-26,114.0
28,2019-06-29,114.0,2019-07-24,91.0
28,2019-07-26,91.0,2019-08-03,36.0
28,2019-08-04,36.0,2019-08-17,91.0
28,2019-08-19,91.0,2019-08-26,144.0
28,2019-08-26,144.0,2019-09-13,174.0
28,2019-09-17,174.0,2019-10-10,91.0
28,2019-10-12,91.0,2019-10-23,144.0
